wheel_1_Force_x,wheel_1_Force_y,wheel_1_Force_z,wheel_2_Force_x,wheel_2_Force_y,wheel_2_Force_z,wheel_3_Force_x,wheel_3_Force_y,wheel_3_Force_z,wheel_4_Force_x,wheel_4_Force_y,wheel_4_Force_z,,,
0.0,0.0,127.610695,0.0,0.0,152.74507,2.693713e-12,8.990939e-13,118.66578,0.0,0.0,146.00073
0.0,0.0,118.2072,0.0,0.0,167.96848,9.254871e-12,5.793155e-12,126.84288,0.0,0.0,157.36433
0.0,0.0,119.9135,0.0,0.0,150.8108,1.4899642e-11,1.1954028e-11,133.4364,0.0,0.0,143.7982
0.0,0.0,118.539955,0.0,0.0,150.50468,4.9547957e-12,4.081302e-12,130.81009,0.0,0.0,131.24466
0.0,0.0,127.6478,0.0,0.0,159.54758,1.4559366e-11,9.733075e-12,129.06741,0.0,0.0,167.14069
0.0,0.0,117.700424,0.0,0.0,140.24632,5.7577376e-12,6.157856e-12,137.1039,0.0,0.0,127.34951
0.0,0.0,122.56137,0.0,0.0,133.98349,2.915042e-12,1.6006826e-12,126.51491,0.0,0.0,122.659645
0.0,0.0,131.34596,0.0,0.0,159.88782,5.839617e-12,2.457678e-12,124.977684,0.0,0.0,163.2261
0.0,0.0,114.171875,0.0,0.0,176.76495,7.93701e-12,5.984441e-12,133.0361,0.0,0.0,150.70235
0.0,0.0,81.59277,0.0,0.0,203.55959,0.0,0.0,83.53891,0.0,0.0,208.65074
0.0,0.0,126.64104,0.0,0.0,164.70834,5.3773544e-12,3.2976618e-12,128.44379,0.0,0.0,157.48404
0.0,0.0,115.12703,0.0,0.0,166.55531,1.4077827e-11,8.42587e-12,132.98102,0.0,0.0,144.35703
0.0,0.0,80.25681,0.0,0.0,195.74663,-1.5824036e-13,4.6361088e-12,86.88618,-1.876179e-11,-6.4504355e-05,185.51917
0.0,0.0,126.86306,0.0,0.0,164.7604,-1.291682,-1.0936882e-12,127.62287,0.0,0.0,161.86143
0.0,0.0,123.46935,0.0,0.0,147.45004,3.9779513e-15,-5.570823e-13,124.014046,0.0,0.0,130.92639
0.0,0.0,126.204056,0.0,0.0,170.961,2.3426886e-15,8.774273e-14,129.19731,0.0,0.0,171.0805
0.0,0.0,82.27162,0.0,0.0,208.93552,-1.7346194e-13,5.4315883e-12,96.72924,1.6539278e-12,0.0002774427,186.90599
0.0,0.0,113.762634,0.0,0.0,154.00294,-1.2676424,-1.7700169e-12,133.24905,0.0,0.0,126.45271
0.0,0.0,123.09266,0.0,0.0,177.03477,1.6311352e-11,8.41982e-12,132.29053,0.0,0.0,179.71815
0.0,0.0,78.96623,0.0,0.0,201.86705,0.0,0.0,85.22348,0.0,0.0,190.17928
0.0,0.0,126.413055,0.0,0.0,158.37483,1.1587468e-11,7.3524025e-12,127.093735,0.0,0.0,160.5026
0.0,0.0,115.76788,0.0,0.0,141.43077,3.3386716e-12,3.1534304e-12,130.50136,0.0,0.0,115.99022
0.0,0.0,116.363686,0.0,0.0,158.02759,3.9971017e-12,1.0333109e-12,132.6147,0.0,0.0,135.82584
0.0,0.0,131.11632,4.1383828e-05,-0.00033107062,164.63164,-2.9739967e-16,8.060063e-13,128.4161,0.0,0.0,172.33492
0.0,0.0,82.229576,0.0,0.0,199.93446,0.0,0.0,73.99427,0.0,0.0,207.2036
0.0,0.0,123.56717,0.0,0.0,161.95035,-2.168554e-13,-3.6437593e-13,124.94842,0.0,0.0,152.33757
0.0,0.0,117.50225,3.1671876e-05,-0.000253375,170.09627,2.0385975e-17,-5.888169e-13,128.80981,0.0,0.0,159.78333
0.0,0.0,83.019394,0.0,0.0,198.5707,0.0,0.0,80.35733,0.0,0.0,207.47208
0.0,0.0,116.36353,0.0,0.0,176.73195,3.9106895e-12,1.2118192e-12,128.12503,0.0,0.0,155.86624
0.0,0.0,125.5453,0.0,0.0,166.92102,-1.8699695e-12,-2.7018912e-12,125.3327,0.0,0.0,166.28502
0.0,0.0,78.67272,0.0,0.0,205.6932,0.0,0.0,77.26795,0.0,0.0,206.67375
0.0,0.0,125.9821,0.0,0.0,143.39035,0.83929986,-1.10795095e-10,120.4574,0.0,0.0,140.30385
0.0,0.0,130.77483,2.2028724e-05,-0.00017622979,164.3164,-1.4218224e-14,-7.707604e-13,128.52075,0.0,0.0,168.47948
0.0,0.0,115.88919,0.0,0.0,168.15666,1.5020461e-12,-7.056643e-13,129.56361,0.0,0.0,145.57774
0.0,0.0,74.55143,0.0,0.0,208.39821,-8.325408e-14,-1.438126e-11,89.342545,0.0,0.0,195.37054
0.0,0.0,69.81696,0.0,0.0,214.4472,-6.3666054e-13,-0.0008749223,86.778336,-5.6171057e-11,0.00018777358,206.48953
0.0,0.0,129.24979,2.1038648e-05,-0.00016830918,156.93163,-2.8435422e-12,2.409884e-12,132.4654,0.0,0.0,159.7883
0.0,0.0,125.58397,0.0,0.0,134.94902,1.7310777e-12,6.4046533e-13,120.40024,0.0,0.0,130.21497
0.0,0.0,123.34458,0.0,0.0,160.97998,-9.489926e-14,-0.016222011,112.48457,0.0,0.0,162.42767
0.0,0.0,129.81111,1.7099226e-05,-0.00013679381,163.98955,1.8432784e-12,1.5283563e-12,126.49079,0.0,0.0,165.05463
0.0,0.0,115.10953,0.0,0.0,144.83582,3.1210243e-12,1.06509785e-13,132.76015,0.0,0.0,120.91058
0.0,0.0,128.45763,0.0,0.0,166.85104,8.23334e-13,1.9318833e-12,122.38911,0.0,0.0,176.49335
0.0,0.0,129.63458,1.4019977e-05,-0.00011215982,160.20615,1.3012889e-12,1.1716997e-12,125.15679,0.0,0.0,161.91327
0.0,0.0,122.7658,1.4448379e-05,-0.000115587034,155.19534,1.184771e-12,3.7171424e-13,125.672226,0.0,0.0,151.65329
0.0,0.0,83.69572,0.0,0.0,202.14867,0.0,0.0,68.111084,0.0,0.0,214.71298
0.0,0.0,125.55446,0.0,0.0,161.39558,7.917596e-14,1.0370563e-12,130.7179,0.0,0.0,156.10231
0.0,0.0,78.360435,0.0,0.0,207.48224,0.0,0.0,78.34134,0.0,0.0,222.2504
0.0,0.0,77.12196,0.0,0.0,206.96426,9.692506e-13,-8.447816e-12,82.0663,-6.953786e-11,0.0006355968,193.20758
0.0,0.0,81.057846,0.0,0.0,195.84747,2.5943364e-13,-2.0140116e-12,83.80434,0.0,0.0,194.28384
0.0,0.0,125.43599,0.0,0.0,146.34406,1.1767428e-11,3.2862404e-12,132.43826,0.0,0.0,146.44522
0.0,0.0,134.00244,-1.0545524e-05,8.436419e-05,161.82259,7.750531e-14,4.0437884e-13,124.08324,0.0,0.0,173.75787
0.0,0.0,129.80078,0.0,0.0,161.98071,7.067706e-14,-2.9879569e-12,118.94134,0.0,0.0,175.89851
0.0,0.0,129.72697,0.0,0.0,155.54538,2.8775905e-13,5.769745e-14,123.38316,0.0,0.0,144.75105
0.0,0.0,127.46701,0.0,0.0,150.87949,-2.2134035e-12,4.924399e-12,132.74664,0.0,0.0,153.4814
0.0,0.0,124.548096,0.0,0.0,153.39745,1.1534869e-13,4.8203438e-12,125.11537,0.0,0.0,157.93741
0.0,0.0,126.78899,0.0,0.0,148.49405,-3.111341e-13,-1.091627e-12,113.24967,0.0,0.0,152.99536
0.0,0.0,123.095406,-5.481233e-05,0.00043849865,178.42262,1.08015234e-13,3.9572217e-12,124.79867,0.0,0.0,171.82227
0.0,0.0,119.42775,0.0,0.0,161.40363,1.9575234e-11,-0.015325319,117.66376,0.0,0.0,172.64966
0.0,0.0,123.56365,0.0,0.0,158.68695,0.31676945,-0.31677064,120.69272,0.0,0.0,160.31319
0.0,0.0,84.53971,0.0,0.0,194.89389,6.2292684e-13,-2.439552e-12,73.33494,0.0,0.0,198.32193
0.0,0.0,127.715744,0.0,0.0,165.35223,0.029931754,-0.02993187,124.3136,0.0,0.0,168.00366
0.0,0.0,89.5188,0.0,0.0,195.41855,0.0,0.0,61.923595,0.0,0.0,220.27391
0.0,0.0,127.41173,0.0,0.0,164.48027,2.46574e-12,-0.039087277,113.86627,0.0,0.0,172.9259
0.0,0.0,85.5775,0.0,0.0,199.8567,6.839304e-14,-4.9377364e-13,70.01352,0.0,0.0,209.15277
1.2972148e-11,0.00024587952,87.14061,0.0,0.0,198.3191,-1.0606548e-12,0.00028543436,65.15639,-4.02184e-11,-0.000100945064,215.67398
0.0,0.0,84.37771,0.0,0.0,201.94765,0.0,0.0,71.19369,0.0,0.0,216.7827
0.0,0.0,81.59412,0.0,0.0,206.39479,1.9549363e-13,-1.1738378e-13,71.51894,0.0,0.0,204.51845
0.0,0.0,80.43971,0.0,0.0,207.68,0.0,0.0,78.90273,0.0,0.0,219.98083
0.0,0.0,76.50365,0.0,0.0,204.98619,1.5066342e-12,-5.2904556e-12,85.290085,0.0,0.0,198.69402
0.0,0.0,79.10277,0.0,0.0,209.22952,1.3833113e-12,-9.23322e-14,74.18081,0.0,0.0,205.88556
0.0,0.0,78.235245,0.0,0.0,198.10991,6.0524074e-13,-5.1893784e-12,85.58266,0.0,0.0,194.28209
0.0,0.0,83.8156,0.0,0.0,198.39267,3.4663375e-12,-5.900954e-12,74.92898,0.0,0.0,203.49693
0.0,0.0,90.14123,0.0,0.0,194.737,0.0,0.0,67.50463,0.0,0.0,218.46243
0.0,0.0,85.496124,0.0,0.0,198.38446,0.0,0.0,68.34601,0.0,0.0,211.36337
0.0,0.0,126.95454,0.0,0.0,162.63834,-0.00069365423,0.0006936534,118.468506,0.0,0.0,157.1875
0.0,0.0,84.53987,0.0,0.0,197.76013,2.073711e-13,-2.1349153e-12,77.67022,0.0,0.0,199.04779
0.0,0.0,125.08068,0.0,0.0,167.80502,0.0066577503,-0.0066577434,114.46173,0.0,0.0,151.1199
0.0,0.0,77.2859,0.0,0.0,204.13522,3.615116e-12,-1.1583326e-11,89.17495,0.0,0.0,187.89542
0.0,0.0,75.425156,0.0,0.0,211.25696,2.6104425e-13,-7.470042e-13,79.16601,0.0,0.0,198.42863
0.0,0.0,75.79752,0.0,0.0,211.66924,-2.3533064e-13,-1.1375914e-12,78.04195,0.0,0.0,205.79408
0.0,0.0,87.234116,0.0,0.0,197.3689,0.0,0.0,69.43649,0.0,0.0,214.72476
0.0,0.0,81.88919,0.0,0.0,201.07059,2.070937e-12,-1.7472575e-12,78.015526,0.0,0.0,198.87146
0.0,0.0,116.46508,0.0,0.0,170.08585,0.0042810002,-0.0042809956,126.94147,0.0,0.0,144.4827
0.0,0.0,72.20708,0.0,0.0,208.90672,2.52144e-13,-1.3591354e-12,85.17905,0.0,0.0,193.87524
0.0,0.0,76.68413,0.0,0.0,199.97763,0.0,0.0,87.70427,0.0,0.0,193.08382
0.0,0.0,86.49357,0.0,0.0,194.7879,1.0728157e-12,-3.9816688e-13,76.797806,0.0,0.0,200.72025
0.0,0.0,82.35254,0.0,0.0,200.90028,4.5085467e-12,-2.6257002e-11,78.39125,0.0,0.0,200.30649
0.0,0.0,76.0485,0.0,0.0,208.71901,0.0,0.0,80.81172,0.0,0.0,201.4656
0.0,0.0,119.352325,0.0,0.0,175.89851,-2.0064994e-13,2.2686746e-13,111.57784,0.0,0.0,159.888
0.0,0.0,123.008354,0.0,0.0,154.16902,-3.2598024e-13,6.72107e-14,127.92355,0.0,0.0,146.72606
0.0,0.0,127.73122,0.0,0.0,155.17825,-0.0009723457,0.0009723447,123.80001,0.0,0.0,152.64136
0.0,0.0,88.91555,0.0,0.0,199.36807,0.0,0.0,68.21548,0.0,0.0,226.79758
-2.907642e-13,0.00020880898,93.5005,0.0,0.0,189.95297,-0.00046485907,0.00046485866,97.273605,2.592349e-11,-6.4777196e-05,172.99959
0.0,0.0,111.860344,0.0,0.0,173.24693,0.0123897465,-0.012389733,125.23512,0.0,0.0,134.78471
0.0,0.0,79.51394,0.0,0.0,209.1526,-3.7278668e-13,-9.997077e-13,72.559135,0.0,0.0,199.46088
0.0,0.0,86.28296,0.0,0.0,200.16727,3.9806153e-12,-1.2743842e-10,69.529785,0.0,0.0,220.53423
0.0,0.0,90.352715,0.0,0.0,189.94781,0.0,0.0,81.41832,0.0,0.0,188.93835
0.0,0.0,124.171684,0.0,0.0,150.94116,0.011445722,-0.011445709,126.04707,0.0,0.0,137.10864
0.0,0.0,87.246185,0.0,0.0,200.76201,-0.0006082127,0.0006082121,94.47751,-1.3138956e-12,0.00022913513,188.29144
0.0,0.0,120.268616,0.0,0.0,160.50885,0.014979748,-0.014979733,122.9213,0.0,0.0,126.37473
1.0969194e-11,-0.00012219607,115.66751,-2.1923648e-12,0.00014175556,168.26048,1.8171643e-12,1.3587203e-11,130.11003,0.0,0.0,170.48569
0.0,0.0,72.79344,0.0,0.0,215.49605,6.8430856e-12,-9.061503e-12,83.86924,0.0,0.0,201.38309
0.0,0.0,121.67024,0.0,0.0,169.7313,0.0011029969,-0.0011029957,124.567184,0.0,0.0,162.9314
0.0,0.0,85.424255,0.0,0.0,196.26923,0.0,0.0,76.04778,0.0,0.0,202.62206
0.0,0.0,123.803955,0.0,0.0,171.41724,0.009112858,-0.00911285,113.84477,0.0,0.0,151.42314
0.0,0.0,124.99343,0.0,0.0,167.0038,0.009898032,-0.009898022,124.75081,0.0,0.0,162.758
0.0,0.0,119.95526,0.0,0.0,169.37318,0.012795105,-0.012795092,120.74687,0.0,0.0,147.02193
0.0,0.0,79.40695,0.0,0.0,203.31093,0.0,0.0,77.58717,0.0,0.0,222.15483
0.0,0.0,134.81923,0.0,0.0,152.56079,0.010023849,-0.010023838,115.5116,0.0,0.0,162.47885
0.0,0.0,90.738235,0.0,0.0,189.31714,0.0,0.0,72.64927,0.0,0.0,217.51039
0.0,0.0,78.65123,0.0,0.0,204.62862,-1.9150098e-12,-4.9468303e-12,82.50749,0.0,0.0,199.26332
0.0,0.0,124.57655,0.0,0.0,160.15672,-1.1960929e-12,-0.028016612,116.66172,0.0,0.0,144.41267
0.0,0.0,121.74117,0.0,0.0,155.39694,2.4897497e-12,-0.013096616,115.06621,0.0,0.0,147.9042
0.0,0.0,79.487015,0.0,0.0,201.31644,1.0827616e-12,-3.747119e-12,84.76671,0.0,0.0,198.55986
0.0,0.0,76.75503,0.0,0.0,218.67764,1.16131185e-11,-9.383893e-12,75.015366,0.0,0.0,219.34674
0.0,0.0,129.30466,0.0,0.0,159.79407,0.020383762,8.1053035e-13,118.55675,0.0,0.0,169.20956
0.0,0.0,78.293945,0.0,0.0,212.83682,0.0,0.0,76.704605,0.0,0.0,225.53969
0.0,0.0,126.486176,0.0,0.0,166.67447,0.024853762,7.717379e-13,129.7324,0.0,0.0,162.86212
1.00083206e-11,-0.00022051818,114.51537,1.8152305e-10,2.5813022e-05,175.48051,3.698726e-12,-0.00868161,122.40639,0.0,0.0,172.80571
0.0,0.0,120.86678,0.0,0.0,172.94405,0.018422794,-0.018422775,121.04512,0.0,0.0,162.69731
0.0,0.0,84.13823,0.0,0.0,204.15964,0.0,0.0,70.12689,0.0,0.0,223.19244
0.0,0.0,74.72123,0.0,0.0,212.10808,3.1448693e-12,-1.6970281e-11,82.622795,0.0,0.0,213.0513
0.0,0.0,72.81933,0.0,0.0,200.79126,1.844432e-12,-3.7836375e-12,89.94134,0.0,0.0,190.00899
0.0,0.0,120.674515,0.0,0.0,141.53717,0.018702287,-0.018702267,131.57686,0.0,0.0,124.18103
0.0,0.0,82.914314,0.0,0.0,197.0542,0.013577817,0.0026367703,98.12068,0.0,0.0,164.04575
0.0,0.0,78.70515,0.0,0.0,194.3768,6.504043e-13,-1.9670002e-13,80.41933,0.0,0.0,196.32585
0.0,0.0,80.47717,0.0,0.0,201.14626,-7.5900066e-13,-2.90416e-12,83.87433,0.0,0.0,194.05386
0.0,0.0,128.53548,0.0,0.0,158.33093,0.020446435,-0.020723347,117.24374,0.0,0.0,151.31583
0.0,0.0,117.69934,0.0,0.0,169.95654,4.770542e-11,-0.014384851,118.25822,0.0,0.0,161.85901
0.0,0.0,82.770775,0.0,0.0,200.39551,0.0,0.0,70.572525,0.0,0.0,209.36943
0.0,0.0,81.07059,0.0,0.0,206.40242,1.4902755e-12,-3.479675e-12,75.70326,0.0,0.0,205.03607
0.0,0.0,81.9699,0.0,0.0,201.7461,2.3013414e-12,-1.7425318e-12,72.78873,0.0,0.0,208.09785
0.0,0.0,84.5496,0.0,0.0,201.72554,0.0,0.0,72.029564,0.0,0.0,217.54169
0.0,0.0,81.15337,0.0,0.0,204.05396,1.6803485e-12,-1.9245452e-12,78.97455,0.0,0.0,194.86523
0.0,0.0,115.634346,0.0,0.0,177.31352,-2.849974e-12,-0.021107132,119.83677,0.0,0.0,168.95424
0.0,0.0,75.169075,0.0,0.0,213.33635,1.8977023e-11,-2.4223226e-11,80.31068,0.0,0.0,201.53384
0.0,0.0,128.89568,0.0,0.0,158.93149,0.023001125,5.0395197e-13,112.92299,0.0,0.0,164.03342
0.0,0.0,79.387276,0.0,0.0,206.13464,-1.0231796e-12,-2.3519113e-13,74.426155,0.0,0.0,215.63208
1.838669e-11,0.00022280503,87.69067,0.0,0.0,195.98352,1.829863e-11,-0.0046026562,84.660355,-1.16209655e-11,0.0003496293,196.57953
0.0,0.0,121.47612,0.0,0.0,173.85342,0.032855257,-4.272674e-12,121.15434,0.0,0.0,154.4203
0.0,0.0,80.2688,0.0,0.0,216.31912,2.377411e-11,9.849488e-11,71.54595,0.0,0.0,228.3978
9.3594976e-12,8.8914036e-05,86.34986,1.5449565e-11,0.0006065067,192.17897,3.2991394e-12,-0.009878583,106.71889,5.786544e-12,5.959394e-06,148.54666
0.0,0.0,71.19308,0.0,0.0,218.6804,0.0,0.0,81.94665,0.0,0.0,232.87213
0.0,0.0,73.34809,0.0,0.0,206.59181,0.0,0.0,93.8009,0.0,0.0,211.69258
0.0,0.0,75.358154,0.0,0.0,203.8275,3.04063e-14,5.340069e-13,87.88612,0.0,0.0,179.48363
0.0,0.0,120.975105,0.0,0.0,163.6679,-5.2785723e-12,-0.02249299,118.57698,0.0,0.0,150.09558
0.0,0.0,79.37848,0.0,0.0,206.74243,0.0,0.0,83.39954,0.0,0.0,199.9831
0.0,0.0,115.97019,0.0,0.0,170.0698,0.018632695,-1.6800784e-12,125.46973,0.0,0.0,156.22545
0.0,0.0,113.30998,0.0,0.0,179.81631,0.022266544,-6.266476e-13,125.78671,0.0,0.0,148.15337
0.0,0.0,112.70151,0.0,0.0,181.79825,0.02274277,1.2240038e-12,127.53292,0.0,0.0,157.69406
0.0,0.0,126.928795,0.0,0.0,154.93033,1.5270422e-11,-0.028001353,121.275215,0.0,0.0,160.83618
0.0,0.0,83.02266,0.0,0.0,209.74821,0.0,0.0,76.01848,0.0,0.0,231.50572
0.0,0.0,79.296196,0.0,0.0,204.44586,6.3021593e-13,-8.4970594e-13,85.09039,0.0,0.0,194.46432
0.0,0.0,122.50395,0.0,0.0,152.10657,0.031717837,8.112277e-13,122.47636,0.0,0.0,122.82852
0.0,0.0,118.245384,0.0,0.0,168.38997,1.4523946e-11,-0.03716539,123.89022,0.0,0.0,162.2912
0.0,0.0,83.22543,0.0,0.0,200.34781,0.0,0.0,76.80047,0.0,0.0,204.81612
0.0,0.0,113.899734,0.0,0.0,188.07767,0.033802282,1.9494736e-12,129.16907,0.0,0.0,163.51825
0.0,0.0,123.59002,0.0,0.0,156.79254,4.5931867e-13,-0.021618998,116.370926,0.0,0.0,129.22491
0.0,0.0,74.9274,0.0,0.0,212.65146,2.291946e-12,-1.7941421e-12,79.25605,0.0,0.0,204.64987
0.0,0.0,81.99414,0.0,0.0,200.43216,1.5842036e-12,-2.1429e-12,76.17482,0.0,0.0,203.01532
0.0,0.0,114.123474,0.0,0.0,147.3971,0.039004505,-1.8534065e-12,128.81372,0.0,0.0,110.98675
0.0,0.0,83.932236,0.0,0.0,203.056,0.0,0.0,74.44159,0.0,0.0,218.84749
-3.0110744e-11,-0.0003249188,116.8136,-7.594071e-11,-7.888937e-05,163.86964,7.341922e-13,-0.016809532,108.89962,-9.3578435e-12,-0.00045107325,154.72931
0.0,0.0,126.49907,0.0,0.0,162.17369,0.032011483,7.6305206e-13,120.281456,0.0,0.0,166.2497
2.0015607e-11,0.0002655729,86.345146,0.0,0.0,201.65738,1.6186386e-11,-3.4798147e-11,89.47565,8.868264e-11,0.00061494857,197.36281
7.2565544e-11,-0.00017968114,111.04509,-1.12417645e-11,0.00012032985,157.8633,0.01018979,-0.010189779,128.1358,9.0482575e-13,-0.00016219655,122.514786
0.0,0.0,76.383354,0.0,0.0,207.81113,1.3387641e-12,-1.6726903e-12,84.89745,0.0,0.0,182.38268
0.0,0.0,72.99884,0.0,0.0,217.5992,7.1220883e-13,-4.6636837e-13,77.63006,0.0,0.0,205.61441
0.0,0.0,121.12289,0.0,0.0,155.52753,1.2279249e-12,-0.036238775,120.279526,0.0,0.0,139.5888
0.0,0.0,75.955215,0.0,0.0,210.7785,4.1808e-12,-1.9383993e-12,79.95169,0.0,0.0,201.47911
0.0,0.0,76.14593,0.0,0.0,214.23592,2.8130337e-12,-1.6899399e-12,80.24937,0.0,0.0,203.73325
0.0,0.0,83.54331,0.0,0.0,199.31587,1.2725727e-10,4.7489257e-10,76.31577,0.0,0.0,207.93471
0.0,0.0,125.862946,0.0,0.0,150.03575,0.038204856,1.9153537e-13,128.17517,0.0,0.0,139.04074
0.0,0.0,83.612175,0.0,0.0,198.46143,1.1765617e-12,-3.4875927e-13,80.11497,0.0,0.0,187.30513
0.0,0.0,124.27809,-2.2739477e-11,-0.00038962433,153.34677,-4.956254e-12,-0.019378155,108.57378,0.0,0.0,152.46736
0.0,0.0,137.31384,0.0,0.0,143.50334,4.9086e-12,-5.3674556e-13,112.661835,0.0,0.0,162.80588
0.0,0.0,83.785706,0.0,0.0,206.47726,0.0,0.0,70.738106,0.0,0.0,224.75925
0.0,0.0,117.333786,0.0,0.0,143.57741,3.7609967e-12,1.3755864e-12,124.59031,0.0,0.0,112.26365
0.0,0.0,84.706894,0.0,0.0,200.47647,9.126824e-12,-0.0075944755,82.27798,0.0,0.0,197.9706
0.0,0.0,119.36623,0.0,0.0,152.47758,9.041006e-13,4.3498384e-13,124.68704,0.0,0.0,134.08801
0.0,0.0,80.30614,0.0,0.0,210.16054,-5.143991e-13,-0.010048876,90.150566,0.0,0.0,203.84091
0.0,0.0,115.679596,0.0,0.0,177.29591,7.86025e-12,3.2526954e-12,128.87125,0.0,0.0,151.85332
0.0,0.0,74.057556,0.0,0.0,206.24658,-1.0932969e-12,0.0056663505,81.32692,0.0,0.0,197.33977
0.0,0.0,77.18466,0.0,0.0,202.0138,9.420428e-13,-2.1561544e-12,84.03599,0.0,0.0,209.30948
0.0,0.0,80.680626,0.0,0.0,203.74098,0.0,0.0,85.13353,0.0,0.0,200.95496
0.0,0.0,85.14619,0.0,0.0,198.31366,6.4893776e-12,-8.1808605e-12,73.64722,0.0,0.0,205.05449
0.0,0.0,124.54524,0.0,0.0,155.21509,8.0677327e-13,6.9377143e-13,115.4106,0.0,0.0,142.89354
0.0,0.0,119.94301,0.0,0.0,140.84642,-8.390757e-13,4.126308e-13,124.7857,0.0,0.0,122.50522
0.0,0.0,79.702896,0.0,0.0,206.91443,-2.3754787e-14,5.436679e-12,71.321365,0.0,0.0,216.54587
0.0,0.0,82.15316,0.0,0.0,199.31151,0.0,0.0,82.41954,0.0,0.0,207.02737
-4.52556e-12,-8.0446465e-05,113.50452,4.0960103e-11,0.0002593366,165.7525,1.2391518e-12,-0.00058117975,109.97623,4.364397e-12,-0.0001788344,153.71411
0.0,0.0,121.95537,0.0,0.0,168.49158,1.7035266e-12,9.994059e-13,126.146576,0.0,0.0,158.49239
0.0,0.0,81.46573,0.0,0.0,210.6797,-9.268692e-12,-0.0064264107,80.28301,0.0,0.0,202.46088
0.0,0.0,84.3743,0.0,0.0,200.408,0.0,0.0,76.02721,0.0,0.0,207.39633
0.0,0.0,125.52962,0.0,0.0,157.75385,-4.9355875e-12,-1.4554935e-12,127.18438,0.0,0.0,150.62268
0.0,0.0,82.12925,0.0,0.0,206.00186,0.0,0.0,72.5313,0.0,0.0,221.92627
0.0,0.0,120.59454,0.0,0.0,172.62404,0.035940364,6.571345e-14,127.13952,0.0,0.0,166.36554
0.0,0.0,81.348274,0.0,0.0,209.0097,0.0,0.0,78.79024,0.0,0.0,228.17996
0.0,0.0,89.8667,0.0,0.0,195.30109,0.0,0.0,68.07428,0.0,0.0,217.24637
0.0,0.0,72.490074,0.0,0.0,223.6126,-2.6459122e-13,-9.538463e-13,81.04222,0.0,0.0,199.02177
-1.2927268e-11,-2.3323995e-05,102.597015,-3.109658e-11,0.00035842662,174.04504,3.389366e-12,-0.00022728172,116.737,1.0082321e-11,-6.0668623e-05,129.62181
0.0,0.0,118.68898,2.1493889e-10,-0.00045364955,147.49422,-6.129487e-12,-0.014101713,123.61919,0.0,0.0,140.19907
0.0,0.0,117.65923,0.0,0.0,172.97392,0.028629137,-4.5227616e-13,126.49181,0.0,0.0,163.8197
0.0,0.0,118.756744,0.0,0.0,152.63736,0.03347475,5.574208e-13,126.75188,0.0,0.0,120.79683
0.0,0.0,127.148605,0.0,0.0,152.67915,0.029529173,-1.0997758e-12,115.17842,0.0,0.0,150.03474
0.0,0.0,81.53787,0.0,0.0,205.69598,0.0,0.0,74.392105,0.0,0.0,221.57233
0.0,0.0,132.82545,0.0,0.0,154.06248,0.03484515,6.2902217e-13,119.62843,0.0,0.0,168.30797
1.5708122e-11,-0.00018771178,118.957405,2.058081e-11,0.00011245985,152.90332,-7.41209e-12,-0.016976057,115.029785,-3.4443934e-11,-0.00024506304,134.74757
0.0,0.0,86.1376,0.0,0.0,196.76329,-1.2524418e-11,0.004598928,89.08151,0.0,0.0,192.56958
0.0,0.0,81.0564,0.0,0.0,203.73257,0.0,0.0,82.615746,0.0,0.0,206.71236
0.0,0.0,85.93268,0.0,0.0,198.77026,0.0,0.0,76.78711,0.0,0.0,215.43205
0.0,0.0,124.94274,0.0,0.0,163.36876,-1.1580072e-13,-3.8352608e-13,124.73178,0.0,0.0,156.50443
0.0,0.0,120.22114,0.0,0.0,177.99507,1.2881242e-11,5.905936e-12,127.81659,0.0,0.0,178.24622
0.0,0.0,74.67622,0.0,0.0,222.15468,-0.0005436133,0.00054361275,89.39447,0.0,0.0,219.4707
0.0,0.0,75.289185,0.0,0.0,216.79146,4.5579404e-13,-7.488694e-13,77.506424,0.0,0.0,208.3518
0.0,0.0,83.76891,0.0,0.0,200.6347,0.0,0.0,74.15021,0.0,0.0,211.3222
0.0,0.0,126.99311,0.0,0.0,163.63034,7.459363e-13,4.552465e-13,127.01279,0.0,0.0,161.66023
0.0,0.0,87.05094,0.0,0.0,198.49567,0.0,0.0,74.28834,0.0,0.0,210.32188
0.0,0.0,125.16514,0.0,0.0,171.6301,-6.2805067e-13,-1.0718872e-12,128.44801,0.0,0.0,155.58763
0.0,0.0,125.37631,0.0,0.0,167.63045,-3.885501e-14,8.408403e-13,130.5021,0.0,0.0,165.85268
0.0,0.0,81.46839,0.0,0.0,201.31519,3.1466624e-12,0.0091726165,84.07554,0.0,0.0,198.1421
0.0,0.0,78.37895,0.0,0.0,204.67635,-1.3958795e-12,0.008614153,75.49144,0.0,0.0,204.67287
0.0,0.0,79.01355,0.0,0.0,215.54962,0.0,0.0,82.70644,0.0,0.0,215.07515
0.0,0.0,77.33716,0.0,0.0,211.04483,6.104529e-13,1.5002217e-14,75.81607,0.0,0.0,210.71977
0.0,0.0,76.73013,0.0,0.0,219.8596,0.0,0.0,81.73094,0.0,0.0,229.22325
0.0,0.0,123.20894,0.0,0.0,151.91298,3.7310597e-12,1.2720664e-12,125.8687,0.0,0.0,138.07275
0.0,0.0,134.29822,0.0,0.0,147.8232,-3.3248662e-12,-3.4066407e-13,119.608086,0.0,0.0,154.19441
