wheel_1_Force_x,wheel_1_Force_y,wheel_1_Force_z,wheel_2_Force_x,wheel_2_Force_y,wheel_2_Force_z,wheel_3_Force_x,wheel_3_Force_y,wheel_3_Force_z,wheel_4_Force_x,wheel_4_Force_y,wheel_4_Force_z,,,
0,0,123.21842,0,0,164.18398,-3.16011E-12,2.1681001E-12,121.25241,0,0,146.51202,,,555.16683
0,0,124.046486,0,0,154.90277,-1.607473E-12,3.2078398E-13,125.02133,0,0,153.4852,,,557.455786
0,0,115.27664,0,0,172.3535,-2.3569295E-12,6.5048005E-13,129.79277,0,0,155.82655,,,573.24946
0,0,118.59483,0,0,147.72601,-2.5724941E-11,3.7127065E-11,132.14825,-4.7002795E-06,3.7602236E-05,140.70486,,,539.17395
0,0,120.60141,0,0,154.77263,-2.2275662E-12,1.2160097E-12,127.04899,0,0,149.08572,,,551.50875
0,0,113.43573,0,0,166.93895,-4.588237E-14,4.3096028E-13,125.92862,0,0,138.53029,,,544.83359
0,0,119.94549,0,0,153.49687,3.66806E-12,1.4063899E-11,122.83844,0,0,155.80797,,,552.08877
0,0,124.27903,0,0,151.64888,-5.651549E-12,8.520436E-12,120.72495,0,0,166.92032,,,563.57318
0,0,115.517105,0,0,187.27454,-2.3248135E-12,4.923397E-13,131.91107,0,0,163.6362,,,598.338915
0,0,126.652794,0,0,157.48853,-3.5102088E-12,1.8962865E-12,118.67975,0,0,159.58293,,,562.404004
0,0,124.2758,0,0,138.17491,-1.9096307E-12,2.8405566E-12,124.58087,0,0,129.14484,,,516.17642
0,0,127.46954,0,0,158.9319,7.1075334E-14,7.6540114E-13,117.77753,0,0,153.83272,,,558.01169
0,0,78.83991,0,0,210.70142,0,-0.00028813342,82.7623,0,0,216.71516,,,589.01879
0,0,126.481445,0,0,159.1777,-2.846624E-12,3.542201E-12,126.91289,0,0,164.14131,,,576.713345
0,0,81.60648,0,0,202.01074,0,0,82.30004,0,0,211.03815,,,576.95541
0,0,122.47789,0,0,141.77626,-5.6289474E-12,9.081678E-12,126.18164,0,0,124.53167,,,514.96746
2.8159378E-11,0.00055519,117.91556,0,0,153.66217,-0.0018581592,0.0018581662,127.66742,0,0,145.45508,,,544.70023
0,0,81.34035,0,0,200.89459,0,0,81.31789,0,0,209.77472,,,573.32755
0,0,127.780945,0,0,159.73036,-1.8993988E-12,7.8682227E-13,119.95067,0,0,153.64845,,,561.110425
0,0,124.17545,0,0,149.43153,-3.2380286E-12,9.960443E-13,129.52612,0,0,144.77173,,,547.90483
0,0,115.28383,0,0,185.78598,-1.6079905E-12,2.0509696E-12,138.41493,0,0,146.86024,,,586.34498
0,0,117.62592,0,0,150.96083,-4.962814E-13,9.133365E-13,129.81699,0,0,131.45895,,,529.86269
0,0,84.97166,0,0,200.28159,0,0,74.562965,0,0,217.55444,,,577.370655
0,0,118.81359,0,0,148.97636,-1.0926375E-12,2.7604876E-12,130.36797,0,0,129.402,,,527.55992
0,0,127.22539,0,0,166.54333,-9.034134E-13,1.3406527E-12,134.55801,0,0,163.09058,,,591.41731
0,0,129.53764,0,0,157.57776,-2.491585E-12,1.5423385E-12,118.52924,0,0,152.5802,,,558.22484
0,0,129.37265,0,0,161.6874,-1.0841065E-12,1.1744403E-12,125.65284,0,0,159.31073,,,576.02362
0,0,130.30275,0,0,159.8569,-1.398908E-12,4.2570507E-14,128.0428,0,0,159.61942,,,577.82187
0,0,118.34977,0,0,161.02568,-1.7831784E-12,2.508208E-12,129.13062,0,0,148.46921,,,556.97528
0,0,113.64723,0,0,174.03888,-1.7232669E-12,1.2363885E-12,134.9909,0,0,155.62486,,,578.30187
